title,author,published_year,subject,language,cover
Two projects by Foster and Partners,Harvard University. Graduate School of Design,1999,"Carré d'art/Musée d'art contemporain de Nîmes, Awards, Architecture, Arts facilities, City planning, Veronica Rudge Green Prize in Urban Design, Sir Norman Foster and Partners, Subway stations, Bilbao Metro",eng,https://covers.openlibrary.org/b/id/9470866-L.jpg
Last minute flash,Bodger Seeds Ltd,1934,"Awards, Catalogs, Seed industry and trade, Bodger Seeds Ltd",eng,https://covers.openlibrary.org/b/id/8752760-L.jpg
Champions for peace,Judith Hicks Stiehm,2014,"Women and peace, Pacifists, Nobel Prizes, Peace, Women Nobel Prize winners, Awards, Nobel Prize winners, Biography, History",eng,https://covers.openlibrary.org/b/id/12708884-L.jpg
-40,Zone Attive,2002,"Architecture, Modern -- 20th century",eng,https://covers.openlibrary.org/b/id/14375570-L.jpg
Glaskunst 81,"Schmitt, Peter M.A.",1981,"Glass art -- History -- 20th century -- Awards -- Exhibitions., Glassware -- History -- 20th century -- Awards -- Exhibitions.",ger,https://covers.openlibrary.org/b/id/13103887-L.jpg
Handbuch der Kulturpreise 4 =,"Andreas Johannes Wiesand, Annette Brinkmann, Susanne Keuchel",2001,"Arts -- Scholarships, fellowships, etc. -- Germany -- Directories., Arts -- Awards -- Germany -- Directories.",ger,https://covers.openlibrary.org/b/id/2258431-L.jpg
Editorial excellence in business press publishing,Albert N. Greco,1990,"Business., Business writing -- Awards.",eng,https://covers.openlibrary.org/b/id/13078471-L.jpg
Print's best typography,Linda Silver,1992,"Graphic design (Typography) -- Awards -- United States., Commercial art -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/9706688-L.jpg
Children's Book Award Handbook,Diana F. Marks,"March 30, 2006","Children's literature studies: general, Collections & anthologies of various literary forms, Children's literature, American, Awards, Prizes (General), Books And Reading, Literary Criticism, Literature - Classics / Criticism, Young adult literature, American, Children's literature, Women Authors, Language Arts & Disciplines / Library & Information Science, Books & Reading, Children's Literature - General, Awards",eng,https://covers.openlibrary.org/b/id/864769-L.jpg
The National Book Awards for fiction,Joseph F. Trimmer,1978,"American fiction -- 20th century -- Bibliography., American fiction -- 20th century -- Awards., National Book Awards -- Bibliography., Best books -- United States.",eng,https://covers.openlibrary.org/b/id/4430868-L.jpg
Sonny's Birthday Prize,Lisa Stubbs,March 1998,"Social Situations - Emotions & Feelings, Children's Baby/Preschool, Birthdays, Ducks, Fiction, Parties, Children: Preschool",eng,https://covers.openlibrary.org/b/id/2613584-L.jpg
"[Bodger Seeds, Ltd. letters announcing awards for strains of flower seeds]",Bodger Seeds Ltd,1935,"Bodger Seeds Ltd, Flowers, Awards, Seed industry and trade, Seeds",eng,https://covers.openlibrary.org/b/id/8787020-L.jpg
Gladiolus price list,Lloyd's Gladiolus Gardens,1933,"Gladiolus, Awards, Nursery stock, Prices, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8434777-L.jpg
"Flintridge Foundation awards for visual artists, 2001/2002","Noriko Gamblin, Karen Jacobson, Sheryl Conkelton",2002,"Bartow, Rick, -- 1946-, Carnwath, Squeak, -- 1947-, Connor, Linda, -- 1944-, D'Agostino, Fernanda., Doolin, James, -- 1932-, Hansen, Gaylen C., -- 1921-, Henry, Mary., Howard, Mildred, -- 1945-, Hu, Mary Lee, -- 1943-, Saxe, Adrian Anthony, -- 1943-, Toedtemeier, Terry., Valdez, Patsii., Art, American -- Awards -- United States., Art, Modern -- 20th century -- United States., Flintridge Foundation Visual Artists Awards.",eng,https://covers.openlibrary.org/b/id/12183155-L.jpg
Nihon no shō jiten,Nichigai Asoshiētsu,2005,Awards -- Japan.,jpn,https://covers.openlibrary.org/b/id/5477672-L.jpg
Xue yuan xie ying,"Shaode Qin, Bin Zhou",2000,"Bibliography, Awards, Social sciences, Humanities",chi,https://covers.openlibrary.org/b/id/9150049-L.jpg
The Pulitzer Prize photographs,Eric Newton,2000,"Photojournalism -- United States -- Awards -- Exhibitions., Pulitzer Prizes -- Exhibitions., Photojournalists -- Biography.",eng,https://covers.openlibrary.org/b/id/11962024-L.jpg
Die Hälfte des Himmels,"Ping Qiu, Marianne Pitzen",1998,"Art, Chinese -- 20th century -- Exhibitions., Women artists -- China -- Exhibitions.","mul, ger, chi, eng",https://covers.openlibrary.org/b/id/14347221-L.jpg
From The Pain Come The Dream,"Paul Fireman, Samuel Kofi Woods, Angel Martinez",October 2003,"Human rights, Photographs: collections, Individual And The State, Photography, Photo Essays, Photojournalism, Photography / General",eng,https://covers.openlibrary.org/b/id/2084393-L.jpg
What every man wants,Andrew Mann,2006,"Sports, Awards, Sports tournaments",eng,https://covers.openlibrary.org/b/id/10310883-L.jpg
Red Dot Communication Design Yearbook 2007/2008 (Red Dot Communication Design Yearbook),Peter Zec,"March 15, 2008","Design - General, Art, Art & Art Instruction",eng,https://covers.openlibrary.org/b/id/3282159-L.jpg
Russkie nagrady,V. Durov,1997,"Decorations of honor -- Russia., Medals -- Russia., Awards -- Russia.",rus,https://covers.openlibrary.org/b/id/8434594-L.jpg
CyberArts 2015,"Hannes Leopoldseder, Gerfried Stocker",2015,"Computer art, Computer animation",eng,https://covers.openlibrary.org/b/id/13794708-L.jpg
Chronicle of the Pulitzer prizes for fiction,Heinz Dietrich Fischer,2007,"American fiction -- 20th century -- Awards, Pulitzer Prizes -- History",eng,https://covers.openlibrary.org/b/id/5337759-L.jpg
Chronicle of the Pulitzer Prizes for History,Heinz Dietrich Fischer,January 2005,"Historiography, History - General History",eng,https://covers.openlibrary.org/b/id/4883549-L.jpg
"Premiums offered by the Society instituted at London, for the encouragement of arts, manufactures, and commerce","Society for the Encouragement of Arts, Manufactures, and Commerce (Great Britain)",1772,"Plants, Commerce, Art, Fisheries, Awards, Inventions, Agriculture, Manufactures",eng,https://covers.openlibrary.org/b/id/10444430-L.jpg
La jeunesse est un art,Madeleine Schuppli,2012,"Art, Young artists, Swiss Art, Manor-Kunstpreis Kanton Zürich, Awards, Exhibitions","ger, mul, eng, fre",https://covers.openlibrary.org/b/id/14581290-L.jpg
Newbery & Caldecott Awards,Association for Library Service to Children,2018,"Awards, Caldecott Medal, Newbery Medal, Children's literature",eng,https://covers.openlibrary.org/b/id/13946149-L.jpg
Die Säule am Rande des Kontinents,"Felipe González, Manfred Sicking, Olaf Müller",1993,"González, Felipe -- Awards., Karlspreis., Spain -- Civilization., Spain -- Politics and government -- 1975-",ger,https://covers.openlibrary.org/b/id/3905133-L.jpg
The school the Aztec Eagles built,Dorinda Makanaōnalani Stagner Nicholson,2015,"Design and construction, Campaigns, Airmen, Awards, Teachers, World War, 1939-1945, School buildings, American Aerial operations, Mexican Aerial operations, Juvenile literature, Biography, History",eng,https://covers.openlibrary.org/b/id/10580874-L.jpg
Print's best corporate publications,"Linda Silver, Teresa Reese, Andrew Kner, Thomas Guarnieri",1991,"Commercial art -- Awards -- United States., Corporations -- Publishing -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/14401616-L.jpg
Kunst Kunst Kunst,Helmut Peschina,2003,"Grosse Österreichische Staatspreis -- Exhibitions., Arts, Austrian -- 20th century -- Exhibitions., Artists -- Austria -- Biography.",ger,https://covers.openlibrary.org/b/id/2256388-L.jpg
Facts and Forms,"Catja Edens, Ole Bouman, Mariet Schoenmakers",2009,"Architecture, netherlands","eng, dut",https://covers.openlibrary.org/b/id/14024294-L.jpg
Designs of Our Time,"Tom Wilson, Mark Cortes Favis, England) Staff Design Museum (London, Deyan Sudjic",2019,"Design, history, Industrial design, Design, great britain",eng,https://covers.openlibrary.org/b/id/13912169-L.jpg
"Premio Nacional de Ciencias y Artes, 1991-1992.",Consejo Nacional para la Cultura y las Artes (Mexico),1993,"Biography -- 20th century -- Dictionaries., Awards -- Mexico., Mexico -- Biography -- Dictionaries.",spa,https://covers.openlibrary.org/b/id/3896573-L.jpg
Entertainment Hall of Fame,Morgan Hughes,2001,"Motion pictures -- Awards -- Juvenile literature., Performing arts -- Miscellanea -- Juvenile literature., Halls of fame -- United States -- Juvenile literature., Performing arts -- Miscellanea., Halls of fame., Museums.",eng,https://covers.openlibrary.org/b/id/1882995-L.jpg
Jin pai bei hou,Qilin Liu,2000,"Records, Olympic games, Awards, Anecdotes, Olympics, Athletes, Olympic Games. fast (OCoLC)fst01408249, Sports",chi,https://covers.openlibrary.org/b/id/10224626-L.jpg
Oscar Cullmann,Istituto Paolo VI,1993,"Awards, New Testament scholars, Biography",ita,https://covers.openlibrary.org/b/id/10707348-L.jpg
Tarnished Heisman,Don Yaeger,"January 15, 2008","Football - College, Sports & Recreation / Football, Football - General, Football, Sports & Recreation, Sports",eng,https://covers.openlibrary.org/b/id/2787536-L.jpg
The NASA space medals,Evans E. Kerrigan,1989,"United States. National Aeronautics and Space Administration -- Medals., United States. National Aeronautics and Space Administration -- Awards., Astronautics -- Medals -- United States., Astronautics -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/13461068-L.jpg
Forman's Guide to Third Reich Documents...And Their Values (Forman's Guide to Third Reich Documents),Adrian Forman,September 1995,"History, Antiques / Collectibles, History: World, Reference, General, Europe - Great Britain - General",eng,https://covers.openlibrary.org/b/id/4784160-L.jpg
Basil Brush gets a medal,Peter Firmin,1978,"Foxes -- Fiction, Moles (Animals) -- Fiction",eng,https://covers.openlibrary.org/b/id/6689513-L.jpg
Marks of achievement,David B. Warren,1987,"Silverwork -- United States -- History -- Exhibitions., Awards -- United States -- Exhibitions.",eng,https://covers.openlibrary.org/b/id/8489987-L.jpg
"Mary and Jim Semans, North Carolinians",W. Kenneth Goodson,1986,"Semans, Mary Duke Biddle Trent., Semans, James H., Awards -- North Carolina.",eng,https://covers.openlibrary.org/b/id/7233403-L.jpg
How to start and promote a safety award program,Matthew J. Key,1987,Industrial safety -- Awards.,eng,https://covers.openlibrary.org/b/id/1690726-L.jpg
Racing cups 1595 to 1850,"Gilbey, Walter Sir",1910,"Horses., Horse racing -- Great Britain -- History., Horse racing -- Awards., Coursing -- Awards.",eng,https://covers.openlibrary.org/b/id/6063627-L.jpg
Best in Annual Reports (Best in Annual Reports),Rose DeNeve,October 1985,"Corporate Finance, Business / Economics / Finance",eng,https://covers.openlibrary.org/b/id/12453955-L.jpg
Innovating America,Fred Jordan,1990,"State governments -- United States -- Awards., Local government -- United States -- Awards.",eng,https://covers.openlibrary.org/b/id/10287147-L.jpg
Pioneering Spirits,Rebecca Irvin,"April 9, 2007","Inventions & inventors, Conservation Of Natural Resources (General), Environmental Protection, Biography & Autobiography, Technology & Industrial Arts, Biography/Autobiography, General, Technology / General, Environmental Conservation & Protection - General, Scientists - General, Awards, Inventions, Science",eng,https://covers.openlibrary.org/b/id/1261299-L.jpg
Die Plakette der Medizinischen Fakultät der Universität Frankfurt am Main,Werner Gross,1990,"Universität Frankfurt am Main. -- Medizinische Fakultät, Medicine -- Germany -- Frankfurt am Main -- Awards., Medicine -- Germany -- Frankfurt am Main -- Medals.",ger,https://covers.openlibrary.org/b/id/5427191-L.jpg
Denkmalpflege in Europa,Alois Machatschek,2001,"Europa-Preis für Denkmalpflege., Historic preservation -- Awards -- Europe., Historic preservation -- Europe., Historic buildings -- Europe.",ger,https://covers.openlibrary.org/b/id/2237250-L.jpg
Energie effektiv nutzen,Holger Reiners,2002,"Architektur-Preis Einfamilienhäuser., Architecture -- Competitions -- Europe, German speaking., Architecture and energy conservation -- Europe, German speaking., Housing, Single family -- Europe, German speaking., Architecture, Domestic -- Europe, German speaking.",ger,https://covers.openlibrary.org/b/id/2202080-L.jpg
Architecture 00,Tony Chapman,April 2001,"Architecture, General, Europe, United Kingdom, Great Britain, Collections, Catalogs, Exhibitions, Criticism, Reference",eng,https://covers.openlibrary.org/b/id/2018258-L.jpg
Architecture 03: The Riba Awards (Architecture: The Guide to the Riba Awards),Tony Chapman,November 2003,"Architecture, British Isles, History - General, Reference",eng,https://covers.openlibrary.org/b/id/912498-L.jpg
Pulitzer's gold,Roy J. Harris,2007,"Journalism -- Awards -- United States, Pulitzer Prizes -- History",eng,https://covers.openlibrary.org/b/id/6309274-L.jpg
Randolph J. Caldecott and the Story of the Caldecott Medal (Great Achievement Awards),Randolph Caldecott,October 2003,"Children: Grades 4-6, United States, Illustration of books, Caldecott, Randolph,, Biography, Juvenile Nonfiction, Children's Books/Ages 9-12 Biography, Illustrated children's books, England, Biography & Autobiography - Art, Biography & Autobiography - Literary, Awards, Illustrators, Juvenile literature, People & Places - United States, 1846-1886",eng,https://covers.openlibrary.org/b/id/1948084-L.jpg
Honours and awards to women to 1914,Norman G. Gooding,2007,"Great Britain. -- Army -- Medals, badges, decorations, etc, Women -- Medals -- Great Britain -- History -- 19th century, Women -- Awards -- Great Britain -- History -- 19th century, Military decorations -- Great Britain -- History -- 19th century, Medals -- Great Britain -- History -- 19th century, Awards -- Great Britain -- History -- 19th century, Women -- Great Britain -- History -- 19th century, Women -- Great Britain -- Biography, Great Britain -- History, Military -- 19th century",eng,https://covers.openlibrary.org/b/id/6308239-L.jpg
Vision,Various,"July 23, 2007",Fiction anthologies & collections,eng,https://covers.openlibrary.org/b/id/3044017-L.jpg
European Union Prize For Contemporary Architecture,Aaron Betsky,"May 1, 2004","Architecture, EU (European Union), Criticism, Public, Commercial, or Industrial Buildings, Art  / Architecture, Architecture / Public, Commercial, or Industrial Buildings",eng,https://covers.openlibrary.org/b/id/2272903-L.jpg
Param Vir Chakra,Meera Johri,2010,"Awards, Param vir chakra, Heroes, Armed Forces, Officers, Medals, badges, decorations, Biography",eng,https://covers.openlibrary.org/b/id/13237345-L.jpg
The Avisson book of contests and prize competitions for fiction writers,Ken White,1998,"Literary prizes -- Directories, Literary prizes -- United States -- Directories, Fiction -- Awards -- Directories",eng,https://covers.openlibrary.org/b/id/3736779-L.jpg
Innovation Inducement Prizes at the National Science Foundation,National Research Council (US),"March 29, 2007","Mathematics and Science, Inventions, Technology & Engineering, Science/Mathematics",eng,https://covers.openlibrary.org/b/id/2363920-L.jpg
"Economia--Una Ciencia, Muchas O Ninguna?",Juan Carlos de Pablo,April 1994,"Economics - Theory, General, Business / Economics / Finance",spa,https://covers.openlibrary.org/b/id/7322287-L.jpg
World Changing Ideas,Richard Myers,"October 28, 2007","Inventions & inventors, Technology & Engineering, Technology & Industrial Arts, Science/Mathematics, History, Technology / General, General",eng,https://covers.openlibrary.org/b/id/2696759-L.jpg
Il Teatro d'onore,Ducale collegio de' nobili di Parma.,1694,"Ducale collegio de' nobili di Parma -- Awards., Parma (Italy) -- Social life and customs., Parma (Italy) -- Intellectual life.",ita,https://covers.openlibrary.org/b/id/6074353-L.jpg
"Liste des prix offerts à l'exposition provinciale, agricole & industrielle","Exposition agricole et industrielle de la province de Québec (1873 Montréal, Québec)",1987,Agricultural exhibitions -- Québec (Province) -- Awards.,fre,https://covers.openlibrary.org/b/id/7145682-L.jpg
[Circulaire],Louis Perrault & Cie.,1986,"Louis Perrault & Cie., Printers -- Quebec (Province)., Printers -- Awards.",fre,https://covers.openlibrary.org/b/id/7145690-L.jpg
Prize list,"Canadian National Exhibition (1910 Toronto, Ont.)",1997,Exhibitions -- Awards -- Ontario -- Toronto.,eng,https://covers.openlibrary.org/b/id/9517893-L.jpg
Un prix littéraire à Rouen au XVIIIe siècle,Vanessa Dottelonde-Rivoallan,2001,"Acadeḿie de l'Immaculée Conception -- Awards., Literary prizes -- France -- Rouen., French poetry -- France -- Normandy -- History and criticism., French poetry -- France -- Normandy -- 18th century., Poets, French -- 18th century -- Biography.",fre,https://covers.openlibrary.org/b/id/5412489-L.jpg
Exposition scolaire de la province de Québec,Exposition scolaire (1880 : Québec),1986,"Education -- Awards., Awards -- Québec (Province).",fre,https://covers.openlibrary.org/b/id/7102025-L.jpg
Texas Aggie Medals of Honor,James R. Woodall,2010,"Texas A & M University -- Students -- Biography, Medal of Honor -- Biography, World War, 1939-1945 -- Medals, World War, 1939-1945 -- Biography, Heroes -- Awards, Heroes -- Texas -- Biography, United States -- Armed Forces -- Biography, Texas -- Biography",eng,https://covers.openlibrary.org/b/id/12668829-L.jpg
Excellence in direct marketing,Direct Marketing Association (U.S.),1992,"Direct marketing -- Awards., International Echo Awards.",eng,https://covers.openlibrary.org/b/id/4786882-L.jpg
Print's best logos & symbols 3,"Linda Silver, Andrew Kner, Steven Heller",1994,"Commercial art -- United States -- Awards., Logography -- Awards., Signs and symbols -- United Staes -- Awards.",eng,https://covers.openlibrary.org/b/id/13625128-L.jpg
The Thomas Jefferson Foundation Medal in Architecture,Karen Van Lengen,"August 15, 2007","Architectural structure & design, Honours & decorations, Collections, Catalogs, Exhibitions, History - General, Architecture",eng,https://covers.openlibrary.org/b/id/5161588-L.jpg
Portraits of Nobel laureates in peace,John Wintterle,1971,"Awards, Nobel Prize winners, Pacifists, Nobel Prizes, Peace, Juvenile literature, Biography",eng,https://covers.openlibrary.org/b/id/10028658-L.jpg
The Words of peace,Irwin Abrams,1990,"Peace., Peace -- Awards., Nobel Prizes.",eng,https://covers.openlibrary.org/b/id/779076-L.jpg
Peacemakers,Ann T. Keene,1998,"Pacifists -- Biography -- Juvenile literature, Peace -- Awards -- History -- Juvenile literature, Nobel Prizes -- History -- Juvenile literature, Pacifists, Nobel Prizes -- Biography",eng,https://covers.openlibrary.org/b/id/1125480-L.jpg
"Educational Depository. Scientific objects, educational games, & c., (constructed on the German kinder-garten plan,) for prizes in the public schools",Ontario. Educational Depository,1870,"Schools, Elementary Education, Awards, Furniture, equipment",eng,https://covers.openlibrary.org/b/id/9563971-L.jpg
Ninth Annual Governor's Pollution Prevention Awards,Illinois. Hazardous Waste Research and Information Center,1995,"Environmental responsibility, Awards, Environmental protection, Pollution prevention",eng,https://covers.openlibrary.org/b/id/9431652-L.jpg
The Hugo Boss prize 1998,Solomon R. Guggenheim Museum,1998,"Gordon, Douglas.",eng,https://covers.openlibrary.org/b/id/9775239-L.jpg
Otchet o ... prisuzhdenīi nagrad grafa Uvarova,Imperatorskai͡a akademīi͡a nauk (Russia),1857,"History and criticism, Awards, Russian literature, History",rus,https://covers.openlibrary.org/b/id/9946902-L.jpg
"The Coretta Scott King Awards, 1970-2004",Henrietta M. Smith,2004,"Coretta Scott King Award., American literature -- African American authors -- Bibliography., American literature -- African American authors -- Awards., Children's literature, American -- Bibliography., African Americans in literature -- Bibliography., Children -- Books and reading -- United States., Children's literature, American -- Awards.",eng,https://covers.openlibrary.org/b/id/637796-L.jpg
Major award decisionmaking at the National Science Foundation,"National Academy of Sciences Staff, Institute of Medicine Staff",1994,"National Science Foundation (U.S.) -- Awards., Science -- Awards -- United States., Research grants -- United States.",eng,https://covers.openlibrary.org/b/id/2361486-L.jpg
A single but huge distinction,Reynolds Price,1999,Awards,eng,https://covers.openlibrary.org/b/id/7233290-L.jpg
William Gaston as a public man,John L. Sanders,1997,Awards,eng,https://covers.openlibrary.org/b/id/7233333-L.jpg
Print's best booklets & brochures,Linda Silver,1995,"Graphic design (Typography) -- Awards -- United States., Commercial art -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/9525379-L.jpg
"The Commonwealth Awards in the Arts, Humanities, and Interpretive Sciences",Massachusetts Cultural Council,1995,Awards,eng,https://covers.openlibrary.org/b/id/13412663-L.jpg
National Medal of Arts,National Endowment for the Arts,2007,"Awards, Artists",eng,https://covers.openlibrary.org/b/id/10040389-L.jpg
Massachusetts Black Legislative Caucus Twelfth Annual Awards Fundraiser,"Massachusetts Black Legislative Caucus. (12th 1990 April 27 Boston, Mass.)",1990,"Massachusetts Black Legislative Caucus, Awards, Legislative Bills, African American legislators",eng,https://covers.openlibrary.org/b/id/9623770-L.jpg
Massachusetts drug fighters of the year ...,Massachusetts. Governor's Alliance Against Drugs,1992,"Awards, Drug abuse, Periodicals, Prevention",eng,https://covers.openlibrary.org/b/id/9574198-L.jpg
Focus Energy,Andrea Scholtz,2006,"Design, Industrial -- Awards -- Germany -- Exhibitions, Internationaler Designpreis Baden-Württemberg -- Exhibitions, Mia Seeger Preis -- Exhibitions",ger,https://covers.openlibrary.org/b/id/13473268-L.jpg
Architecture and Polyphony,Aga Khan Award for Architecture (Organization),April 2005,"Architecture, International Architecture - Middle Eastern, Architecture (Specific Aspects), Islamic Architecture, Islamic countries, Criticism, History - Specific Styles, Design & Drafting, Methods & Materials, General",eng,https://covers.openlibrary.org/b/id/316868-L.jpg
Advertising works 15,Laurence Green,2007,Advertising -- Awards -- Great Britain -- Case studies,eng,https://covers.openlibrary.org/b/id/12166316-L.jpg
The Prix de Rome in architecture,Marco Polo,2006,"Prix de Rome in Architecture for Emerging Practitioners, Professional Prix de Rome in Architecture, Architecture -- Canada -- 20th century, Architecture -- Canada -- 21st century, Architecture -- Awards -- Canada",eng,https://covers.openlibrary.org/b/id/12378041-L.jpg
Developing digital architecture,"Liu, Yudong (Architecture teacher)",2003,"Architectural design -- Data processing, Architecture and technology, Architecture -- Technological innovations, Architecture -- Awards",eng,https://covers.openlibrary.org/b/id/12462953-L.jpg
Legacies for the future,Cynthia C. Davidson,1999,"Aga Khan Award for Architecture (Organization), Architecture -- Asia -- 20th century, Architecture, Islamic -- Asia",eng,https://covers.openlibrary.org/b/id/316607-L.jpg
Print's best logos & symbols 2,"Tom Goss, Andrew Kner, Thomas Guarnieri",1990,"Commercial art -- United States -- Awards., Logography -- Awards., Signs and symbols -- United States -- Awards.",eng,https://covers.openlibrary.org/b/id/4789009-L.jpg
Situating,Architectural League of New York,2006,"Young Architects Forum -- Exhibitions, Architecture -- Awards -- United States -- Exhibitions, Architecture -- United States -- 21st century -- Designs and plans -- Exhibitions, Young architects -- United States -- Exhibitions, Architecture -- Environmental aspects -- Exhibitions",eng,https://covers.openlibrary.org/b/id/812884-L.jpg
Rock and Roll Hall of Fame seventeenth annual induction dinner,Rock and Roll Hall of Fame Foundation,2002,"Heartbreakers (Musical group), Ramones (Musical group), Rock and Roll Hall of Fame Foundation, Talking Heads (Musical group), History and criticism, Rock musicians, Awards, Rock and Roll Hall of Fame and Museum, Rock music, Biography",eng,https://covers.openlibrary.org/b/id/8026020-L.jpg
"The Coretta Scott King awards, 1970-2009",Henrietta M. Smith,2009,"Coretta Scott King Award, American literature -- African American authors -- Bibliography, American literature -- African American authors -- Awards, African Americans -- Intellectual life -- Bibliography, Children's literature, American -- Bibliography, African Americans in literature -- Bibliography, Children -- Books and reading -- United States, Children's literature, American -- Awards",eng,https://covers.openlibrary.org/b/id/8133054-L.jpg
1926 Ohio's blue book on dahlias,Hope Farm Dahlia Gardens,1926,"Nursery stock, Catalogs, Bulbs (Plants), Awards, Dahlias, Hope Farm Dahlia Gardens, Roots",eng,https://covers.openlibrary.org/b/id/8041248-L.jpg
1924 Ohio's blue book on dahlias,Hope Farm Dahlia Gardens,1924,"Nursery stock, Catalogs, Nurseries (Horticulture), Awards, Dahlias, Bulbs (Plants), Hope Farm Dahlia Gardens, Roots",eng,https://covers.openlibrary.org/b/id/7991098-L.jpg
Noms des artistes,Michel Adanson,1796,"Art, Awards",fre,https://covers.openlibrary.org/b/id/13386105-L.jpg
Rapport fait par Dubois-Dubais sur la re solution relative aux re compenses a   de cerner au courage des arme es victorieuses et aux actions he roiques,"Dubois-Dubais, Louis Thibault comte",1799,"Military ceremonies, honors, and salutes, Early works to 1800, France. Arme e, Awards, France",fre,https://covers.openlibrary.org/b/id/13403774-L.jpg
"Fifth presentation of the Charles Lang Freer medal, September 11, 1973",Freer Gallery of Art,1973,"Chinese Art, Awards, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901832-L.jpg
1929 Gold medal roses,Hill Floral Products Co,1929,"Roses, Nursery stock, Catalogs, Varieties, Awards, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8124751-L.jpg
Introducing some of the new prize winning gladiolus originated by Mrs. George Kinyon,Newton Glad Gardens,1929,"Gladiolus, Catalogs, Nursery stock, Awards, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8133474-L.jpg
1925 Ohio's blue book on dahlias,Hope Farm Dahlia Gardens,1925,"Nursery stock, Catalogs, Bulbs (Plants), Awards, Dahlias, Hope Farm Dahlia Gardens, Roots",eng,https://covers.openlibrary.org/b/id/8031389-L.jpg
"Peterson's scholarships, grants & prizes 2007",Peterson's,2006,"Grants-in-aid, Scholarships, Awards, Subsidies, Research grants, Student aid, Directories",eng,https://covers.openlibrary.org/b/id/6980565-L.jpg
Quebec Agricultural Society,Quebec Agricultural Society,1818,"Expositions, Société d'agriculture de Québec, Prix et récompenses, Quebec Agricultural Society, Awards, Agricultural exhibitions, Agriculture",eng,https://covers.openlibrary.org/b/id/6926398-L.jpg
People almanac,Cader Books,2002,"Awards, Performing arts, Broadcasting, Music, Celebrities",eng,https://covers.openlibrary.org/b/id/6949150-L.jpg
"Fatou, Julia, Montel",Michèle Audin,2009,"Mathematics, Awards, History",fre,https://covers.openlibrary.org/b/id/8648411-L.jpg
Charles McGee,Charles McGee,2008,"Arts, Awards",eng,https://covers.openlibrary.org/b/id/14737747-L.jpg
Filmschauen 1982 =,Karl Steinorth,1982,"Motion pictures -- Awards, Motion pictures -- Exhibitions","ger, eng",https://covers.openlibrary.org/b/id/5346191-L.jpg
Mildred Louise (Wentworth),Wentworth Gardens,1932,"Gladiolus, Catalogs, Nursery stock, Awards, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8380383-L.jpg
"The Kerlan Awards in children's literature, 1975-2001",Ruth Berman,2001,"Children's literature, American -- History and criticism -- Theory, etc., American literature -- 20th century -- History and criticism -- Theory, etc., Children's literature, American -- Awards., Illustrated children's books -- Awards., Children's literature -- Authorship., Kerlan Award.",eng,https://covers.openlibrary.org/b/id/926873-L.jpg
"Press photography awards, 1942-1998","Heinz Dietrich Fischer, Erika J. Fischer",2000,"Photojournalism -- Awards., Pulitzer Prizes.",eng,https://covers.openlibrary.org/b/id/4544081-L.jpg
50 Jahre Auszeichnungen für gute Bauten in der Stadt Zürich,Matthias Wohlgemuth,1995,"Architecture -- Switzerland -- Zürich -- 20th century -- Exhibitions, Zürich (Switzerland) -- Buildings, structures, etc",ger,https://covers.openlibrary.org/b/id/8416837-L.jpg
"The new black grape, Hubbard",T.S. Hubbard (Firm),1919,"Fruit trees, Nursery stock, Catalogs, Grapes, Seedlings, Awards",eng,https://covers.openlibrary.org/b/id/7414466-L.jpg
"Rapport fait a   l'Assemble e nationale par M. de Boufflers, au nom du Comite  d'agriculture et de commerce, dans la se ance du vendredi soir 9 septembre 1791, sur l'application des re compenses nationales aux inventions & de couvertes en tous genres d'industrie, en exe cution de la loi du 22 ao ut 1790",Boufflers chevalier de,1791,"Sources, Early works to 1800, Awards, Patent laws and legislation, History, Economic aspects, Inventors",fre,https://covers.openlibrary.org/b/id/13393263-L.jpg
Stark golden delicious,Stark Bro's Nurseries & Orchards Co,1919,"Stark Bro's Nurseries & Orchards Co, Nursery stock, Catalogs, Apples, Apple growers, Awards, Nurseries (Horticulture)",und,https://covers.openlibrary.org/b/id/7416761-L.jpg
Opinion de Perre e (de Granville) sur la resolution qui accorde 600 liv. de pension a   la veuve Pivot sur les fonds de la marine,Pierre-Nicolas-Jean Perre e-Duhamel,1798,"Sources, Early works to 1800, Awards, Annuities, Law and legislation, History",fre,https://covers.openlibrary.org/b/id/13363575-L.jpg
Making history,Alberta,2004,"Officials and employees, Awards",eng,https://covers.openlibrary.org/b/id/13377293-L.jpg
Leading the way,Massachusetts. General Court. Joint Committee on Education. Special Commission on REACH and School Improvement Councils,1987,"Educational change, School improvement programs, Massachusetts, Awards",eng,https://covers.openlibrary.org/b/id/9535450-L.jpg
