title,author,cover_url,publish_date,language,subjects
skulpturen in marl,"georg elben, theo deutinger, irene horn, isabel hufschmidt",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"exhibitions, sculpture, skulpturenmuseum der stadt marl, modern art, sound installations (art), awards, video art, germany, marl (north rhine-westphalia)"
nagroda im. janusza zajdla 2016: antologia utworów nominowanych za rok 2015,elżbieta gepfert,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,polish,"literature, awards, literary prizes, nagroda im. janusza zajdla 2016, poland"
"scholarships, grants & prizes 2017 (peterson's scholarships, grants & prizes)",peterson's,https://covers.openlibrary.org/b/id/8453259-M.jpg,"Jul 26, 2016",english,"directories, scholarships, student aid, grants-in-aid, awards, united states, directories"
the américas award: honoring latin@ children's and young adult literature of the americas,laretta henderson,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"american young adult literature, teenagers, books and reading, children's literature, american, latin americans in literature, hispanic americans in literature, awards, in literature, children, américas award, american literature, hispanic american authors, history and criticism, children's literature, history and criticism, united states, caribbean area"
women nobel peace prize winners,anita price davis,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"women and peace, pacifists, nobel prizes, peace, women nobel prize winners, awards, nobel prize winners, biography, history, nobel prizes"
55 traumhäuser: best of häuser-award,"bettina hintze, sandra hofmeister",https://covers.openlibrary.org/b/id/8890284-M.jpg,"Oct 03, 2016",german,"domestic architecture, awards, einfamilienhaus, haus des jahres, preisträger"
the best american magazine writing 2016,sid holt,https://covers.openlibrary.org/b/id/13070032-M.jpg,2016,english,"american prose literature, journalism, awards, american periodicals, united states, 21st century"
gao xiao nuobei'er jiang: zui you geng de gui guan,marc abrahams,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,chinese,"miscellanea, science, humor, awards, research"
the foundations of physical organic chemistry: fifty years of the james flack norris award,e. thomas strom,https://covers.openlibrary.org/b/id/8908860-M.jpg,"Aug 01, 2016",english,"chemistry, organic, organic chemistry, chemistry, awards, james flack norris award in physical organic chemistry, history"
distributing status: the evolution of state honours in western europe,samuel clark,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"social status, decorations of honor, europe, social conditions, awards, medals, social classes, europe, social aspects, history, social classes"
"nuobei'er sheng yi jiang 2005-2015: nobel prizes in physioloy, medicine, 2005-2015",ke xue yue kan she,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,chinese,"medical scientists, nobel prizes, physiologists, medical sciences, awards, nobel prize winners, physiology, history, 21st century"
"nuobei'er hua xue jiang 2005-2015: nobel prizes in chemistry, 2005-2015",ke xue yue kan she,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,chinese,"chemists, awards, nobel prize winners, nobel prizes, chemistry, history, 21st century"
"nuobei'er wu li jiang 2005-2015: nobel prizes in physics, 2005-2015",ke xue yue kan she,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,chinese,"awards, physicists, nobel prize winners, nobel prizes, physics, history, 21st century"
"awards, honors & prizes : volume 2 : international: an international directory of awards and their donors reconginzing achievement in advertising, architecture, arts and humanities, business and finance",paul wasserman,https://covers.openlibrary.org/b/id/8894318-M.jpg,"Mar 08, 2016",english,"awards, directories"
prix de rome 2015: visual arts,"lorenzo benedetti, laurare hout, richtje reinsma",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"art, competitions, art, exhibitions, prix de rome, exhibitions, arts, competitions, art, awards, foundland (artist duo)"
komplexe sprachliche strukturen in der jugendliteratur: aufgezeigt an beispielen preisgekroenter werke der jugendjury des deutschen jugendliteraturpreises,rita zellerhoff,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"young adult literature, history and criticism, awards, award winners, literary discourse analysis"
stalin's music prize: soviet culture and politics,marina frolova-walker,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"stalin prize, awards, music and state, music, history and criticism, history, music, russian, stalin prizes, soviet union"
the international highrise award 2016,"peter körner, peter cachola schmal",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"buildings, internationaler hochhaus preis, awards, urban beautification, city planning, high-rise apartment buildings, exhibitions, architectural firms, skyscrapers, germany, frankfurt am main"
prizing children's literature: the cultural politics of children's book awards,"kenneth b. kidd, joseph t. thomas jr.",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"children's literature, awards, young adult literature, illustrations, history and criticism, book industries and trade, children, books and reading, littérature pour jeunes adultes, prix et récompenses, livres, industrie, enfants, livres et lecture, biography & autobiography, literary"
penghargaan kompas: cendekiawan berdedikasi 2008-2016,st sularto,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,indonesian,"intellectuals, awards, indonesia"
2016 김수근건축상: 2016 kim swoo geun prize,김수근문화재단,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,korean,"architectural design, awards, architects, korea (south), 21st century"
nicolas-born-preis 2016,"ulrike draesner, joachim meyerhoff, alexander košenina, lower saxony (germany). ministerium für ...",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"awards, ulrike draesner (1962-), joachim meyerhoff (1967-)"
the kaye innovation awards: at the hebrew university of jerusalem,universiṭah ha-ʻivrit bi-yerushalayim,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"science, awards, universities and colleges, israel"
"homenaje al profesor francisco javier díez de revenga: universidad de murcia, departamento de literatura española y teoría de la literatura y literatura contemporánea","francisco javier díez de revenga, universidad de murcia. departamento de l...",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,spanish,"awards, francisco javier díez de revenga"
時代的位移: gaoxiong jiang 20 nian,"張淵舜, 魏鎮中",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"art, awards, taiwan, kaohsiung city"
olympia 2016: stars & spiele,"detlef vetten, ulrich kühne-hellmessen",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"pictorial works, olympics, social aspects, sports tournaments, sports, awards, olympic games (31st : 2016 : rio de janeiro, brazil) (uri) http://id.loc.gov/authorities/names/no2010046683 (uri) http://viaf.org/viaf/sourceid/lc|no2010046683, brazil, rio de janeiro"
אות יוסף באו לתאומים חקק: בית יוסף באו מעניק אות הוקרה ... אירוע מחווה ....,israel) bet yosef baʼu (tel aviv,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,hebrew,"israeli poetry, awards, yosef baʼu, balfour hakak (1948-), herzl hakak (1948-), israel"
discurso pronunciado por el ilmo. sr. don francisco javier díez de revenga en su recepción pública como académico correspondiente y contestación del excmo. sr. don antonio sánchez trigueros: acto celebrado en el paraninfo de la universidad de granada el día 7 de noviembre de 2016,"francisco javier díez de revenga, antonio sánchez trigueros, academia de buenas letras de granada",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,spanish,"awards, biography, academia de buenas letras de granada, francisco javier díez de revenga"
tvorchi vidznaky lʹvivshchyny: kataloh,"d. dyhas, i. leshnivsʹka",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,ukrainian,"awards, literary prizes, biography, ukraine, lʹviv, lʹvivsʹka oblastʹ (ukraine), lʹvivsʹka oblastʹ"
"국가유공자보상, 지원의법률적형성에관한헌법적검토","정영훈, 헌법재판연구원",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,korean,"administrative law, constitutional law, awards, korea (south)"
geschwister: drehbuch,markus mörth,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"brothers and sisters, drama, motion picture plays, awards, history, geschwister (motion picture : 2016), austria, graz, 21st century"
eric owen moss : the new city: i'll see it when i believe it,eric owen moss,https://covers.openlibrary.org/b/id/8906810-M.jpg,"Mar 29, 2016",english,"urban renewal, american architecture, history, architecture, designs and plans, modern architecture, awards, conservation and restoration, vocational guidance, study and teaching, stadtentwicklung, gewerbegebiet"
"pratos da boa lembrança: restaurantes, pratos e receitas da associação dos restaurantes da boa lembrança : coleção anesio fassina","anesio fassina filho, luiz guilherme c. zancaner, rodrigo piza",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,portuguese,"cookbooks, brazilian cooking, commemorative plates, cooking, gastronomy, awards, restaurants, associação dos restaurantes da boa lembrança, brazil"
мир бекира чобан-заде: bekir choban-zadeninʺ alemi,"э. а. велиева, благотворительный фонд содействия межнац...",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,russian,"awards, congresses, tatar poets, bekir choban-zade (1893-1937)"
"die hugo awards, 1985-2000",hardy kettlitz,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,german,"hugo award, science fiction, awards, fantasy literature, award winners"
europe city: lessons from the european prize for urban public space,"diane grey, centre de cultura contemporània de barce...",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,english,"public spaces, architecture, europe, european prize for urban public space, awards, public architecture, offentliga platser, priser och utmärkelser"
international cosmos prize 2016: 2016-nen kosumosu kokusaishō,"kunio iwatsuki, commemorative foundation for the interna...",https://openlibrary.org/images/icons/avatar_book-sm.png,2016,"japanese,english","international cosmos prize, environmental sciences, awards, kunio iwatsuki (1934-), japan"
owen gump: el niño,hans-werner schmidt,https://openlibrary.org/images/icons/avatar_book-sm.png,2016,"english,german","exhibitions, landscape photography, in art, artistic photography, pictorial works, kunstpreis der leipziger volkszeitung, art, awards, competitions"
sustainable design: vers une nouvelle éthique pour l'architecture et la ville = towards a new ethics for architecture and the city,marie-hélène contal,https://covers.openlibrary.org/b/id/12834649-M.jpg,2016,"french,english","sustainable architecture, awards, architecture, environmental aspects, architecture durable, prix et récompenses, aspect de l'environnement, urbanisme durable, aspect environnemental"
carolin emcke: ansprachen aus anlass der verleihung = carolin emcke : conferment speeches,"carolin emcke, martin schult",https://covers.openlibrary.org/b/id/12686542-M.jpg,2016,"german,english","friedenspreis des deutschen buchhandels, preisträger, literaturpreis, awards, journalists, german authors, literary prizes, witnesses, moral and ethical aspects, carolin emcke (1967-)"
séptimo concurso nacional y segundo latinoamericano de excelencia educativa,ecuador) concurso de excelencia educativ...,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"teaching, awards, competitions, teachers, congresses, rating of, ecuador, latin america"
d&ad' 15,designers and art directors association ...,https://covers.openlibrary.org/b/id/11405132-M.jpg,2015,english,"commercial art, awards"
prix pictet 06: disorder,"teneues, prictet group staff",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"photography, exhibitions, exhibitions, documentary photography, awards, artistic photography, environmental degradation, pictorial works, violence, prix pictet (6th : 2015)"
gute gestaltung 15 / good design 15,deutscher designer deutscher designer cl...,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"design, graphic arts, awards, arts, germany"
key images of american life: pulitzer prize winning pictures,heinz dietrich fischer,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"pulitzer prizes, awards, photojournalism, pictorial works, social life and customs, documentary photography, pulitzer prizes, united states, pictorial works, united states"
di er jie cafam wei lai zhan: chuang ke chuang ke : zhongguo qing nian yi shu de xian shi biao zheng ti ming ji,"xu, bing, huangsheng wang, chunchen wang",https://covers.openlibrary.org/b/id/13192383-M.jpg,2015,chinese,"art, awards, exhibitions, modern art, chinese art, china, 21st century"
"you, me & mobile: stories from south asian countries",osama manzar,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"information technology, awards, case studies, societies"
"der wettbewerb zur wiener ringstrasse: entstehung, projekte, auswirkungen",harald r. stühlinger,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"competitions, city planning, buildings, structures, history, architecture, austria, vienna, architecture, awards, austria, vienna (austria), ringstrasse (vienna, austria), vienna, 19th century"
sia architectural design award 2014,singapore institute of architects,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"competitions, awards, architecture, singapore"
"""song lin bei"" guo ji gong ye she ji da sai you xiu zuo pin ji: solux cup international industrial design competition awards collection = songlinbei guoji gongye sheji dasai youxiu zuopinji",chao yan,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,chinese,"industrial design, awards"
"the coretta scott king awards, 1970-2014",carole j. mccollough,https://covers.openlibrary.org/b/id/12720932-M.jpg,2015,english,"coretta scott king award, american literature, bibliography, african american authors, awards, children's literature, american, african americans in literature, children, books and reading, united states"
aunties: the seven summers of alevtina and ludmila,nadia sablin,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"social life and customs, photography, awards, documentary photography, pictorial works, russia (federation), social life and customs, manners and customs, united states, northwestern russia"
itinerarios xxi: carles congost ...,spain) convocatoria de becas de artes pl...,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"modern art, exhibitions, art, awards, spain, santander, 21st century"
häuser des jahres,wladimir kaminer,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"domestic architecture, awards, germany, 21st century"
arbetarkonst för 2000-talet: ahlbäckpristagarna 1993-2014,fred andersson,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,swedish,"modern art, awards, sweden, 21st century"
bda preis 2015: architektur in schleswig-holstein : dokumentation,bund deutscher architekten. landesverban...,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"architecture, awards, modern architecture, germany, schleswig-holstein, 21st century"
premio maretti: ii edición,caridad blanco,https://covers.openlibrary.org/b/id/14348280-M.jpg,2015,spanish,"cuban art, exhibitions, italian art, art, awards, cuba, havana, 21st century"
"paul flora preis 2002-2015: peter niedertscheider, esther stocker, walter methlagl jr., abdul sharif baruwa, andrea holzinger, philipp messner, tomas eller, martina steckholzer, siggi hofer, sonia leimer, markus bacher, johanna tinzl/stefan flunger, gabriela oberkofler, oliver laric = premio paul flora 2002-2015","galerie im taxispalais (innsbruck, austr...",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"german,italian","art, catalogs, awards, modern art, artists, austria, tyrol, 21st century"
stefan moses: lovis-corinth-preis 2014,stefan moses,https://covers.openlibrary.org/b/id/13235317-M.jpg,2015,german,"exhibitions, artistic photography, art, awards, stefan moses"
euregional prize for architecture 2006-2015,"andrea croé, jeanine ruijters, minnou veders-mennens",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"euregional prize for architecture, architecture, awards, history, europe, 21st century"
domingo ferreira: xx premio pedro figari,"domingo ferreira, patricia bentancur, haroldo gonzález, gustavo wojciechowski",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"spanish,english","exhibitions, art, awards, domingo ferreira, uruguay"
history is a warm gun,"marius babias, britta schmitz",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"modern art, exhibitions, art, awards, germany, berlin, 21st century"
barcsay 25: a barcsay-díj 25 éves jubileumi kiállítása = the exhibition of the 25 years old barcsay prize,andrás herpai,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,hungarian,"hungarian art, exhibitions, art, awards, hungary, 21st century"
reconocimiento internacional a evo morales: 41 universidades en el mundo le otorgan el título doctor honoris causa,bolivia. ministerio de comunicación,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"awards, presidents, evo morales ayma (1959-), bolivia"
"memoria, proyectos consursables ejecutados, 2014-2015, convenio umas-asdi",cristina mejia alarcón,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"research, awards, universidad mayor de san andrés, bolivia"
häuser mit charakter: die besten der besten,bettina hintze,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"single family housing, designs and plans, domestic architecture, architecture, awards, haus des jahres (award), german-speaking europe, 21st century"
clemens botho goldbach: codex : close to instant ruins,clemens botho goldbach,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"exhibitions, german art, art, awards, clemens botho goldbach (1979-), germany, 21st century"
nachbarschaft: neighbourhood : architekturbild : european architectural photography prize 2015,jeremy gaines,https://covers.openlibrary.org/b/id/14111568-M.jpg,2015,german,"architectural photography, awards, europe"
losito kunstpreis 2015: vernetzung,losito kressmann-zschach foundation,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"modern art, exhibitions, art, awards, germany, berlin, 21st century"
entrepreneur à l'état pur,nicolas duvernois,https://covers.openlibrary.org/b/id/13032857-M.jpg,2015-10-14,french,"vodka industry, biography, vodka, awards, businesspeople"
fī muqārabat al-siyāsah al-thaqāfīyah bi-al-maghrib: ḥajb jāʼizat al-shiʻr,muṣṭafá shalīḥ,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,arabic,"cultural policy, arabic poetry, awards, literary prizes, prize books, ittiḥād kuttāb al-maghrib, morocco"
stalna zbirka slovenske umetnosti 20. in 21. stoletja: galerije prešernovih nagrajencev za likovno umetnost kranj,"marko arnež, nadja zgonik",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,slovene,"slovenian art, exhibitions, prešernove nagrade, arts, awards, slovenia, kranj, 20th century, 21st century"
british life photography awards,the british life photography awards,https://covers.openlibrary.org/b/id/13420780-M.jpg,2015-05-30,english,"documentary photography, photography, awards, british life photography awards"
international garden photographer of the year: collection 8,philip smith,https://covers.openlibrary.org/b/id/13421626-M.jpg,2015-02-19,english,"gardens, pictorial works, photography of gardens, awards, landscape photography"
bruno mathsson award 2015: claesson koivisto rune,hedvig hedqvist; mårten claesson; eero koivisto; ola rune,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,swedish,"furniture design, awards, claesson, koivisto, rune, europe, 21st century"
mario merz prize: first edition,beatrice merz,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,italian,"mario merz prize, exhibitions, modern art, art, awards, italy, turin, 21st century"
"engeki, buyō no shōjiten",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,japanese,"theater, dictionaries, awards, japanese, dance, award winners, entertainers, japan"
diversity of voices: essl art award cee 2015,museum essl,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"austrian art, exhibitions, awards, european art, 21st century"
"public service excellence award, 2015",mauritius. ministry of civil service aff...,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"civil service, awards, mauritius"
bauherrenpreis '15,otto kapfinger,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"bauherrenpreis der zentralvereinigung der architektinnen und architekten österreichs, exhibitions, architecture, awards, architects and builders, history, competitions, buildings, structures, modern architecture, buildings, austria, 21st century"
"prémio estação imagem 2015, viana do castelo",portugal) casa da imprensa (lisbon,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,portuguese,"photojournalism, exhibitions, artistic photography, photography, awards, portugal"
out of scale,"marc manack, linda reeder",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"architecture, united states, awards, architecture, modern architecture, american institute of architects"
"the best american newspaper narratives, volume two",george getschow,https://covers.openlibrary.org/b/id/12800691-M.jpg,2015,english,"american reportage literature, feature stories, journalism, awards, littérature de reportage américaine, articles de fond, language arts & disciplines, journalism, united states, united states, états-unis"
la coupe stanley décodée,marc couture,https://covers.openlibrary.org/b/id/12637469-M.jpg,2015,french,"hockey, juvenile fiction, awards, romans, nouvelles, etc. pour la jeunesse, prix et récompenses, coupe stanley"
typography 35,type directors type directors club,https://covers.openlibrary.org/b/id/12807969-M.jpg,2015,english,"printing, awards, graphic design (typography), commercial art, layout (printing), arts graphiques, art publicitaire, maquettes (industries graphiques), technology, type directors club (u.s.)"
"prizing diversity: the josephine ulrick prizes, 1998-2014",virginia rigney,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"photography, awards, poetry, literary prizes, australia, queensland"
architecture awards selection: selección premios arquitectura,manuel rúa garcía,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"architecture, history, awards, spain, 21st century"
stadt bauen 5: symposium neue wege in der stadt : preisverleihung deutscher städtebaupreis 2014,werner durth,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"city planning, awards, architecture, history, deutscher städtebaupreis, germany, 21st century"
"scholarships, grants & prizes 2016 (peterson's scholarships, grants & prizes)",peterson's,https://covers.openlibrary.org/b/id/8453253-M.jpg,"Jul 28, 2015",english,"student aid, directories, scholarships, awards, grants-in-aid, united states, directories"
architizer: the world's best architecture practices 2021,architizer,https://covers.openlibrary.org/b/id/12419105-M.jpg,2021,english,"architecture, modern, 21st century, architectural design, architecture, designs and plans, architecture, competitions, awards, modern architecture, designs and plans, architizer (online information services)"
the pound reaction: liberalism and lyricism in midcentury american literature,andrew s gross,https://covers.openlibrary.org/b/id/8947450-M.jpg,"Nov 01, 2015",english,"awards, american literature, history and criticism, freedom of speech in literature, pound, ezra, 1885-1972, american literature, history and criticism, 20th century"
stealing arthur: a novel,joel perry,https://covers.openlibrary.org/b/olid/OL27180494M-M.jpg,2015,english,"motion pictures, awards, fiction, los angeles (calif.)"
cyberarts 2015: international compendium prix ars electronica,"hannes leopoldseder, gerfried stocker",https://covers.openlibrary.org/b/id/13794708-M.jpg,2015,english,"computer art, computer animation, awards, technology and the arts, computer music"
young architects 16,"architectural league of new york staff, christopher marley",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"architecture, united states, architects, exhibitions, architecture, awards, history, young architects, architecture / general, architectural league prize for young architects and designers, architectural league prize for young architects and designers. fast (ocolc)fst01776258, architectural league prize for young architects and designers (uri) http://id.loc.gov/authorities/names/n2010082694 (uri) http://viaf.org/viaf/sourceid/lc|n2010082694, architectural league prize for young architects and designers fast (ocolc)fst01776258 (uri) http://id.worldcat.org/fast/fst01776258"
the school the aztec eagles built,dorinda makanaōnalani stagner nicholson,https://covers.openlibrary.org/b/id/10580874-M.jpg,2015,english,"design and construction, campaigns, airmen, awards, teachers, world war, 1939-1945, school buildings, american aerial operations, mexican aerial operations, juvenile literature, biography, history, mexico. fuerza aérea expedicionaria mexicana. escuadrón aérea de pelea 201, mexico, world war, 1939-1945, aerial operations, world war, 1939-1945, juvenile literature, world war, 1939-1945, campaigns, teachers, juvenile literature, mexico, history, mexico, juvenile literature, angel bocanegra (1918-), philippines, tepoztlán (mexico), tepoztlan, 20th century"
la excelencia de un sueño,colfuturo,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"history, statistics, nonprofit organizations, higher education, awards, foreign study, finance, colfuturo, colombia"
schweizer literaturpreise: preisträgerinnen und preisträger 2015 = prix suisses de littérature : lauréates et lauréats 2015 = premi svizzeri di letteratura : vincitrici e vicintori 2015 = premis svizzers da litteratura : victuras e victurs 2015,"patrícia zurcher, schweizerisches bundesamt für kultur",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"german,french,italian,romansh","literary collections, literary prizes, swiss literature, awards, swiss authors, switzerland, 21st century"
heinrich-böll-preis 2015: herta müller,"herta müller, gabriele ewenz, stadtbibliothek köln",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"awards, appreciation, criticism and interpretation, interviews, german literature, german authors, award winners, biography, literary prizes, history, herta müller (1953-), romania, germany, cologne, 20th century, 21st century"
geistesgegenwärtig: johann-heinrich-merck-preis und sigmund-freud-preis 1964-2014 : szenen einer deutschen kulturgeschichte,"helmut böttiger, isolde ohlbaum, deutsche akademie für sprache und dichtu..., hessisches landesmuseum (darmstadt, germ...",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"history, exhibitions, literary prizes, german literature, awards, intellectual life, civilization, johann-heinrich-merck-preis, sigmund-freud-preis, johann heinrich merck (1741-1791), sigmund freud (1856-1939), germany"
"""pannonia research award"": regionale und europäische zukunftsfragen",andrea trink,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"german,english","pannonia research award, research, awards, economics, history, medical care, communication, fachhochschule burgenland, austria, burgenland"
bonei zion prize: the nefesh b'nefesh bonei zion prize award ceremony ... may 12 2015 ...,irgun nefesh be-nefesh,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"awards, american jews, immigrants, emigration and immigration, israel"
第九届中国文联文艺评论奖获奖论文集,"中国文联. 理论研究室, 中国文艺评论家协会, 中国文联文艺评论中心",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,chinese,"chinese arts, history and criticism, art criticism, awards, china"
"והזוכים הם: פרסי משרד התרבות והספורט לאמנות ועיצוב, 2014","rozenberg, noʻah. (harvard local name), maya vinitsky, muzeʼon tel aviv le-omanut",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,hebrew,"awards, design, art, israel. miśrad ha-tarbut ṿeha-sporṭ, israel"
애국지사의꿈: miju tongnip yugongja chŏnjip = korean amercian patriot's dream,민병용,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,korean,"korean resistance movements, 1905-1945, awards, biography, korean americans, history, koreans, directories, united states"
prizes & honors 2015: principal investigators,mekhon ṿaitsman le-madaʻ,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"awards, mekhon ṿaitsman le-madaʻ, israel"
jāʼizat ḥasan fatḥī lil-ʻimārah 2014: the hassan fathi award for architecture 2014,"yāsir ʻārif, muḥammad ʻawwād, fāris sakhāwī",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"arabic,english","architecture, awards, history, jāʼizat ḥasan fatḥī lil-ʻimārah, hassan fathy, egypt, 21st century"
"nonfikushon, hyōron, gakugei no shōjiten: a reference guide to awards and prizes of nonfiction, critique, social sciences and humanities",nichigai asoshiētsu,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,japanese,"literary prizes, dictionaries, japanese, japanese literature, competitions, humanities, awards, social sciences, nihon bungaku-benran, hyōshō-benran, directories, japan"
bekroond: het beste nederlandse fotoboek 1993-2015 : de 12 winnaars van de foto kees scherer prijs,"hans van blommestein, bart nieuwenhuijs",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,dutch,"artistic photography, catalogs, awards, netherlands, 20th century, 21st century"
nicolas-born-preis 2015,"lukas bärfuss, daniela krien, lower saxony (germany). ministerium für ...",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,german,"awards, literary prizes, history, swiss authors, biography, german authors, lukas bärfuss (1971-), daniela krien (1975-), germany, berlin, 21st century"
jewish book council's 64th annual national jewish book awards,jewish book council of america,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,english,"jews, study and teaching, awards, american literature, jewish authors, jewish literature, literary prizes, united states"
ponemos tu obra en escena: una historia original ; huracán ; el año que perdí la fantasía : 5to concurso de dramaturgia peruana 2014,"vanessa vizcarra, chiara roggero, federico abrill, asociación cultural peruano británica, concurso de dramaturgia peruana (5th 201...",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,spanish,"peruvian drama, awards, 21st century"
myŏngga myŏngin: korea interior design best awards,"chi-hyŏn yi, yŏn-hwa kwŏn, chi-ye pak, myŏng-bo sim",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,korean,"interior architecture, pictorial works, awards, korea (south)"
che 34-hoe sŏul-si kŏnch'uksang: 34th seoul architecture awards : 2016 서울건축문화제,seoul (korea),https://openlibrary.org/images/icons/avatar_book-sm.png,2015,korean,"architectural design, awards, korea (south), 21st century"
young belgian art prize,"edwin carels, gerard de viet",https://covers.openlibrary.org/b/id/10825449-M.jpg,2015,"english,dutch,french","belgian art, exhibitions, awards, kunst, kunstpreis, belgien, 21st century"
"2015 김수근건축상: 2015 kim swoo geun prize : che 23-hoe kim su-gŭn kŏnch'uksang, 2015 kim su-gŭn p'ŭribyusang, kim su-gŭn p'ŭribyusang chun'gongjak",김수근문화재단,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,korean,"architectural design, awards, architects, korea (south), 21st century"
transformative urban open space: the uli urban open space award 2010-2015,daniel lobo,https://covers.openlibrary.org/b/id/8955834-M.jpg,"Oct 01, 2015",english,"city planning, open spaces, awards, urban land use, competitions"
良圓: chasing the pearl,吳依臻,https://openlibrary.org/images/icons/avatar_book-sm.png,2015,"chinese,english","tang prize, awards, design, award winners"
rietveldprijs 2015: de beste gebouwen van utrecht,"mascha van damme, mark hendriks",https://openlibrary.org/images/icons/avatar_book-sm.png,2015,dutch,"architecture, awards, history, netherlands, utrecht, 21st century"
