title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
Nigerian National Merit Awards,,,1985,,Nigeria,136.0,en,http://books.google.de/books?id=urdBAAAAYAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=254&source=gbs_api,,
"Dog and Bear: Two Friends, Three Stories",Laura Vaccaro Seeger,Macmillan,2007-04-03,Three easy-to-read stories reveal the close friendship between Dog and Bear.,Juvenile Fiction,40.0,en,http://books.google.de/books?id=7yPd2wFTXKsC&dq=award-winning+books&hl=&as_pt=BOOKS&cd=255&source=gbs_api,,
"It's Our World, Too",Phillip M. Hoose,Perfection Learning,2002-09,"An invaluable companion to the award-winning ""We Were There, Too!"" provides young readers with the tools to bring about change. Particularly addressing the events of 2001, it guides young people to empower themselves and encourages them to believe they can make a difference in the world. A Christopher Award Winner. An ALA Notable Book. Photos.",Juvenile Nonfiction,176.0,en,http://books.google.de/books?id=SxAurgEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=256&source=gbs_api,,
"Early Bird Award Winner: 110-Page Blank Lined Journal Funny Office Award Great for Coworker, Boss, Manager, Employee Gag Gift Idea",Kudos Media Press,Independently Published,2019-03-05,"Early Bird Award Winner is a 6""x9"" softcover, blank lined journal you can use as an employee recognition award to the worker who always gets to work before anyone else. Give this book to an office mate, boss, coworker or manager when they deserve a job well done! Details 110 pages of high-quality paper. Professional glossy cover. Date line at the top to help organize your ideas. The perfect gift for that perfect employee. Great for a work party, holiday get-together or when you need the perfect gag gift.",Business & Economics,112.0,en,http://books.google.de/books?id=IavXwgEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=257&source=gbs_api,,
"Gin aus Deutschland, Gin Landkarte A2, Gin aus Deutschland, Dekoration Küche, Wandkalender als wall decor, Poster/ Plakat in Farbe Senf ohne Rahmen",König Dennis,,2021,,,,de,http://books.google.de/books?id=e6vHzgEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=258&source=gbs_api,,
"Life of the Party Award Winner: 110-Page Blank Lined Journal Funny Office Award Great for Coworker, Boss, Manager, Employee Gag Gift Idea",Kudos Media Press,Independently Published,2019-03-04,"Life of the Party Award Winner is a 6""x9"" softcover, blank lined journal you can use as an employee recognition award to the worker who always brings the fun to work. Give this book to an office mate, boss, coworker or manager when they deserve a job well done! Details 110 pages of high-quality paper. Professional glossy cover. Date line at the top to help organize your ideas. The perfect gift for that perfect employee. Great for a work party, holiday get-together or when you need the perfect gag gift.",Business & Economics,112.0,en,http://books.google.de/books?id=tYTgwgEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=259&source=gbs_api,,
Film,Patricia Leavy,BRILL,2020-08-25,"Winner of the 2021 NYC Big Book Award—Distinguished Favorite Chick-Lit! Winner of the 2021 Independent Press Awards—Distinguished Favorite Chick-Lit! Winner of the 2020 American Fiction Awards—Inspirational Fiction! Award-Winning Finalist of the 2021 National Indie Excellence Awards—Chick-Lit! Award-Winning Finalist of the 2020 USA Best Book Awards—Fiction Inspirational! Award-Winning Finalist of the 2020 International Book Awards—Inspirational Fiction! Film follows three women who moved to Los Angeles to pursue their dreams. Tash Daniels aspires to be a filmmaker. Her short film was rejected from festivals, she has a stack of rejected grant proposals, and she lost her internship at a studio when her boss harassed her, forcing her to take a job as a personal shopper. Lu K is a hot deejay slowly working her way up the club scene, but no one is doing her any favors. Fiercely independent, she’s at a loss when she meets Paisley, a woman who captures her heart. Monroe Preston is the glamorous wife of a Hollywood studio head. As a teenager she moved to LA in search of a “big” life, but now she wonders if reality measures up to fantasy. When a man in their circle finds sudden fame, each of these women is catapulted on a journey of self-discovery. As the characters’ stories unfold, each is forced to confront how her past has shaped her fears and to choose how she wants to live in the present. Film is a novel about the underside of dreams, the struggle to find internal strength, the power of art, and what it truly means to live a “big” life. Frequently shown bathed in the glow of the silver screen, the characters in Film show us how the arts can reignite the light within. With a tribute to popular culture, set against the backdrop of Tinseltown, Film celebrates how the art we make and consume can shape our stories, scene by scene. Although fictional, Film is loosely grounded in interview research. It can be read entirely for pleasure or used as supplemental reading in a variety of courses in women’s studies/gender studies, sociology, psychology, communication, popular culture, media studies, or qualitative inquiry. Film can be read as a stand-alone novel or as a sequel to the bestselling novel, Blue.",Social Science,155.0,en,http://books.google.de/books?id=I175DwAAQBAJ&printsec=frontcover&dq=award-winning+books&hl=&as_pt=BOOKS&cd=260&source=gbs_api,,
Award Winning Australian Writing,Adolfo Aranjuez,,2013,"The sixth edition of Award Winning Australian Writing (AWAW) continues its commitment to showcasing the best short stories and poems that have won competitions around the country. Much like the 2012 anthology, this year's collection will feature over fifty writers and competitions. It will also proudly include a foreword by Carmel Bird, in honour of whom Spineless Wonders runs the Carmel Bird Short Fiction Award. Bird is the author of nine literary novels, six collections of short fiction and three books on the art of writing. AWAW's previous five editions were received very favourably, with support from Lisa Dempster (Melbourne Writers Festival director), Philip Rainford (Fellowship of Australian Writers president), and authors Arnold Zable, Delia Falconer and Mark Tredinnick--who have all written forewords for the book. The critic Matthew Lamb, in The Australian, commended the ""invaluable service"" AWAW offers to the literary community, while in The Age reviewer Lorien Kaye celebrates that AWAW gives readers a chance ""to value these winners"". Similar sentiments are expressed by author Irma Gold, who wrote in Overland that AWAW is ""a must read"" and The Advertiser critic Patrick Allington, who praised the ""impressive new voices"" and ""energy and inventiveness"" collected in the book. Most recently, Lip magazine praises the way AWAW ""acts as a panoramic snapshot of the writing industry"", and ArtsHub reviewer Oliver Mol noted that AWAW ""proves that there are writers in this country pushing boundaries and exploring literature in modern ways"". The 2013 edition will feature the work of both emerging and established authors, such as Susan McCreery, Kevin Gillam, Jack Vening, Chloe Wilson, Barry Divola and Joanne Anderton. Heavyweights gracing AWAW 2013's pages include Felicity Volk, author of the forthcoming Lightning (Picador, 2013); Angela Meyer, writer, blogger and a judge for the Carmel Bird Award; Margo Lanagan, multi-award-winning author (including four 2013 Aurealis awards); renowned poet John A. Scott; and Maxine Beneba Clarke, winner of the 2013 Victorian Premier's Literary Award for an Unpublished Manuscript. Competitions appearing in AWAW 2013 include:Josephine Ulrich Literature PrizeAustralian Book Review Peter Porter Poetry Prize The Age Short Story Competition Gwen Harwood Poetry Prize Katharine Susannah Prichard Short Fiction Awards Aurealis AwardsBlake Poetry PrizeCarmel Bird Short Fiction AwardQUT Creative Writing Prizes It will also include the winners of two competitions inaugurated in 2013: the Rachel Funari Prize for Fiction, and the Overland Victoria University Short Story Prize.","Poetry, Australian",335.0,en,http://books.google.de/books?id=iYAYnwEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=281&source=gbs_api,,
The Astronaut's Whale,Joey Barro,,2020-11-21,"Join Vincent the whale and Augie the astronaut on a deep sea, deep space adventure of a lifetime exploring the values of home, family, individuality, and friendship. ""The Astronaut's Whale"" is a children's poem about Vincent's unlikely encounter with Augie in his home under the sea. After the two of them spark a friendship, Augie tows Vincent to space with his rocketship. The two of them explore the far reaches of the planets and stars with excitement and adventure. However, as time slowly passes having fun, Vincent becomes uncertain about his exploration and adventure. With the help and guidance of Augie, Vincent soon realizes that he misses his family and must return to his life as a sea dweller, even though he will have future friendship adventures ahead of him. Vincent and Augie return to their respective homes and remain friends until the end.",,54.0,en,http://books.google.de/books?id=ciAVzgEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=282&source=gbs_api,,
Joan Is Okay,Weike Wang,Text Publishing,2022-02-01,"A wry and insightful portrait of contemporary life, this is the much-anticipated follow-up to the award-winning novel Chemistry.",Fiction,224.0,en,http://books.google.de/books?id=8NRUEAAAQBAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=283&source=gbs_api,,
The Road to Belgrandia,Michael Stephens,Penguin Group Australia,2011-03-23,"Marcia says there are wondrous things in Belgrandia - houses like palaces and enormous chandeliers and flying cats and music like nothing you've ever heard. But is it a real place or is she just a bit crazy? Her best friend Lewis isn't sure, but over four extraordinary days in their quiet seaside town, the evidence begins to build. And on that last breathtaking night, their belief in Belgrandia becomes one of life or death. A magical and compelling story from an award-winning children's fantasy author.",Fiction,163.0,en,http://books.google.de/books?id=DDThT2IAEHIC&dq=award-winning+books&hl=&as_pt=BOOKS&cd=284&source=gbs_api,,
"Emmy Award Winning Nighttime Television Shows, 1948-2004",Wesley Hyatt,McFarland,2006-03-07,"""In this work each of the more than 100 winning shows gets star treatment with an entry that includes the year of award or awards, air times, hosts, guests, casts and a full discussion of the show's history and run""--Provided by publisher.",Performing Arts,490.0,en,http://books.google.de/books?id=FsZkAAAAMAAJ&q=award-winning+books&dq=award-winning+books&hl=&as_pt=BOOKS&cd=285&source=gbs_api,,
Flights of Fancy,Various,Walker Books US,2019-04-09,"In a beautiful anthology, ten children’s book greats share stories, poems, pictures, tips, and prompts meant to inspire young readers to create works of their own. Have you ever sparked the start of a story by playing a game of What if? Is there any value to all that doodling you do? What does being “a sponge” have to do with facing down a blank page? Did you know that pictures can sometimes inspire stories, rather than the other way around? From Quentin Blake’s drawings of fantastical vehicles to Michael Rosen’s inside look at his poetry, from Anthony Browne’s shape game (no need to be an artist to play) to Lauren Child’s look at her creative process, this anthology — whose contributors were all British Children’s Laureates — aims to encourage budding writers and artists to let their imaginations soar. The final spread is a collection of prompts from all the contributors, passing the creative torch to the next generation. With contributions by: Malorie Blackman Quentin Blake Anthony Browne Lauren Child Julia Donaldson Anne Fine Michael Morpurgo Chris Riddell Michael Rosen Jacqueline Wilson",Juvenile Nonfiction,81.0,en,http://books.google.de/books?id=gD2FDwAAQBAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=286&source=gbs_api,,
Award Winners Set,"Jeanne Walker Harvey, Sylvan Dell Publishing",Arbordale Pub,2011-08-10,"In only a few short years, Sylvan Dell Publishing has earned accolades from magazines and associations nationwide. 23 picture books in this set are each fictional stories with nature & science themes designed for reading fun but, at the same time, to pique a child's interest and tee-up science, math, and geography learning. Titles include: Astro the Steller Sea Lion, Big Cat, Little Kitty, Baby Owl's Rescue, Carolina's Story: Sea Turtles Get Sick Too!, Champ¿s Story: Dogs Get Cancer Too!, Count Down to Fall, Fur and Feathers ,Henry the Impatient Heron, Water Beds: Sleeping in the Ocean, Little Skink's Tail, Riverbeds: Sleeping in the Worlds Rivers, How the Moon Regained Her Shape, If a Dolphin Were a Fish, Happy Birthday to Whooo?, One Odd Day, My Even Day, Newton and Me, Sort it Out!, Panda¿s Earthquake Escape, Turtle Summer: A Journal for My Daughter, Whistling Wings, What¿s New at the Zoo: An Animal Adding Adventure and The Rainforest Grew All Around. 4-6 pg For Creative Minds educational section in the back40-60 pg cross-curricular Teaching Activities and 3 Interactive Quizzes available free on the book¿s homepageeBooks with Auto-Flip, Auto-Read and selectable English and Spanish text and audio",,,en,http://books.google.de/books?id=JT6QygAACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=287&source=gbs_api,,
Seasons of Our Lives,"Matilda Butler, Kendra Bonnett",Createspace Independent Publishing Platform,2018-02-09,"AWARD-WINNING INSPIRATIONAL STORIES The true stories in the four volumes of Seasons of Our Lives will charm, intrigue, captivate, and inspire you because they speak of our lives almost as much as they do the authors'. The details of childhood, coming of age, adulthood, and aging-of passion, friendship, love, sacrifice, betrayal, disappointment, survival, and unexpected joy-of lives intersecting with history-of ordinary yet extraordinary experiences are unique to these award-winning authors. And yet, at their core, these stories tell of all our lives. These true stories will make you laugh. Cry. Feel joy. Experience sorrow. Collectively they form a kaleidoscope of life's multi-faceted seasons. WomensMemoirs.com held four contests and received hundreds of remarkable stories. Award-winning authors and memoir coaches Matilda Butler and Kendra Bonnett, editors of these four volumes of life stories, read each submission, ranked them, and then made decisions on the winners. These four volumes (Spring, Summer, Autumn, Winter) contain the award-winning stories. Interested in writing about your life? The editors of these volumes added a lesson, or what they call a ""takeaway,"" at the end of each story. As you read the 100-plus stories, you'll also find more than 100 short lessons, one tied to each vignette, designed to motivate and inspire you to begin writing your own life vignettes. The mini-lessons that follow each award-winning story cover many of the topics important in memoir writing such as: creating a memoir title, crafting a powerful opening, linking openings and closings, choosing point of view, incorporating sensory details, adding character descriptions, showing (not telling) emotions, using dialogue effectively, understanding how time and place can be used in tandem or as stand-alone elements, making word choice a priority, discerning the different impacts of present versus past tense, considering vignette topics to write about, choosing between letting the reader figure out the story behind the story or spelling out all the details, and much more. SEASONS OF OUR LIVES: SPRING includes 28 memoir vignettes and 28 takeaways to get you thinking about your life, and perhaps writing your own stories.",,156.0,en,http://books.google.de/books?id=htSdtQEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=288&source=gbs_api,,
Award-winning books for children and young adults,Betty L. Criscoe,Bloomsbury Publishing PLC,1990,,Bibliography,318.0,en,http://books.google.de/books?id=dKUgNWETxjMC&dq=award-winning+books&hl=&as_pt=BOOKS&cd=289&source=gbs_api,,
Hugh Grant Adult Coloring Book,Elizabeth Holmes,Createspace Independent Publishing Platform,2018-03-12,"This is work of creative art and satire (17 U.S. Code § 107) Within the film industry, Grant is cited as an anti-star who approaches his roles like a character actor, and attempts to make his acting appear spontaneous. Hallmarks of his comic skills include a nonchalant touch of irony/sarcasm and studied physical mannerisms, as well as his precisely-timed dialogue delivery and facial expressions. The entertainment media's coverage of Grant's life off the big screen has often overshadowed his work as an actor. Grant has been outspoken about his antipathy towards the profession of acting, and in his disdain towards the culture of celebrity and hostility towards the media. In a career spanning 30 years, Grant has repeatedly claimed that acting was not his true calling, but rather a career that developed by happenstance.[",,44.0,en,http://books.google.de/books?id=BKJpswEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=290&source=gbs_api,,
They Never Told Me,Austin Clarke,,2013,"In this collection, award-winning author Austin Clarke has caught, in his characters, a sweet longing for youth and an anxiety-stricken rage at old age; an immigrant's longing for a placid, lost home and his lust for a new high-speed motorcar life; and an intellectual's sense of empowerment by black history even as he watches what little he knows about such history engulf him. These are intense and private lives made public by the force of their individual voices, voices that may be rambunctious and fractious but that are, nonetheless, elegant in their intent and humor and their acceptance that is never acquiescence. The volume also includes a prose portrait of Austin Clarke by acclaimed author Barry Callaghan.",FICTION,210.0,en,http://books.google.de/books?id=KTDovQEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=291&source=gbs_api,,
Year's Best SF 18,David G. Hartwell,Tor Books,2013-12-10,"Once again, the finest SF short stories of the year have been collected in a single volume. With Year's Best SF 18, acclaimed, award-winning editor and anthologist David G. Hartwell demonstrates the amazing depth and power of contemporary speculative fiction, showcasing astonishing short stories from some of science fiction's most respected names as well as exciting new writers to watch. In this anthology, prepare to travel light years from the ordinary into a tomorrow at once breathtaking, frightening, and possible with some of the greatest tales of wonder published in 2012.",Fiction,0.0,en,http://books.google.de/books?id=vr3_lwEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=292&source=gbs_api,,
Hooray for Hoppy,Tim Hopgood,Pan Macmillan,2017-10-05,"When Hoppy the rabbit wakes up on the first day of spring, he discovers a world full of wonderful things! But after he's sniffed the fresh air, listened to the singing birds and tasted the fresh green grass, he starts to feel a little lonely. And so he finds a way to wake up his friends so they can enjoy the sights, smells and sounds of spring all together. Hooray for Hoppy by Tim Hopgood is a bold and beautiful introduction to the senses and includes an activity spread to help children learn all about the way they can use their senses to interact with the world around them. The stunning artwork has a retro charm that will appeal to all ages. Discover more from Tim Hopgood, the Booktrust award-winning illustrator of WOW! Said The Owl, a first book of colours, and TIP TAP Went The Crab, a first book of counting.",Juvenile Fiction,36.0,en,http://books.google.de/books?id=2nsyDwAAQBAJ&printsec=frontcover&dq=award-winning+books&hl=&as_pt=BOOKS&cd=293&source=gbs_api,,
Kings of Leon Adult Coloring Book,Tessa Mertz,,2020-01-08,"Kings of Leon is an American rock band that formed in Nashville, Tennessee, in 1999. The band is composed of brothers Caleb, Nathan and Jared Followill with their cousin Matthew Followill.",,52.0,en,http://books.google.de/books?id=RbJGzQEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=294&source=gbs_api,,
Nyuntu Ninti,"B Randall, M Hogan",HarperCollins Australia,2013-08-01,"Back in print at last! ABC For Kids is delighted to announce the re-release of a range of best-selling, award-winning children's picture books. Including Children's Book Council winners and all-time favourites, no children's bookshelf is complete without these classic favourites. Twenty-four titles will be republished from 2010-11. 'My name is Bob Randall and I'm an Anangu man from Uluru. Not many people know much about us. that's why I want to share some things with you. things about us. About our land. things you may not have heard before.'In this beautiful photographic book for young children, Bob Randall explains, in a simple but effective way, the Anangu people's relationship to all that is around them, and why we must learn to care for the earth, its plants and its creatures.Based on the award-winning documentary KANYINI, NYUNtU NINtI, meaning 'what you should know', teaches us about the people who are at the heart of our country.Children's Book Council Notable Book 2009A 'White Ravens 2009' selection: 'In a short and touching narrative, Bob Randall from teh Anangu, who live near Uluru, proudly talks about his tribe's culture, traditions, and beliefs. Respecting these values could help us all grow more award of the essential things in life.'Shortlisted, APA Design Awards 2009",Juvenile Fiction,0.0,en,http://books.google.de/books?id=N8Lt5vK-a8oC&dq=award-winning+books&hl=&as_pt=BOOKS&cd=295&source=gbs_api,,
"The Splendid Table's, how to Eat Supper","Lynne Rossetto Kasper, Sally Swift",Clarkson Potter,2008,"Offers more than one hundred, easy-to-prepare recipes for a variety of dinners inspired by international specialties, accompanied by nutrition tips, and food facts and trivia.","Cooking, American",0.0,en,http://books.google.de/books?id=-1qwtQEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=296&source=gbs_api,,
The award-winning entries of the international furniture design competition,,,1993,,,62.0,en,http://books.google.de/books?id=h6PljwEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=297&source=gbs_api,,
More Award-Winning Science Fair Projects,Julianne Blair Bochinski,Wiley,2003-11-24,"Today's science fairs are more challenging than ever before, with projects that are much more sophisticated than your dad's old volcano model. That's why this follow-up to the classic Complete Handbook of Science Fair Projects, by Julianne Bochinski, presents 35 all-new, award-winning science fair projects developed and presented by actual students. More Award-Winning Science Fair Projects gives you the information you need to compete in today's science fairs. Each project includes: * A detailed introduction, including the purpose and hypothesis * A complete list of materials needed * Step-by-step instructions on how to carry out the experiment * Inquiry questions to help you evaluate your own results In addition, this book gives you a thorough introduction to developing your own science project, from choosing and researching a topic and finding a mentor, to organizing experiments and data and setting up a backboard, to delivering a top-notch oral presentation. Plus, you'll find over 400 ideas for science fair topics, 100 award-winning project titles, project supply sources, science fair listings, and more. Creating a successful science fair project can be an exciting, challenging, and rewarding experience. Get in on the fun and create an interesting, impressive project of your own. You'll be amazed at what you can accomplish with More Award-Winning Science Fair Projects!",Juvenile Nonfiction,0.0,en,http://books.google.de/books?id=jEpCPgAACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=298&source=gbs_api,,
Tango on the Main,Joe Fiorito,,2012,,,,en,http://books.google.de/books?id=_mXNuQEACAAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=299&source=gbs_api,,
The Epic Story of Every Living Thing,Deb Caletti,Ember,2023-10-03,"From the award-winning author of A Heart in a Body in The World comes a gorgeous and fiercely feminist young adult novel. When a teen travels to Hawaii to track down her sperm donor father, she discovers the truth about him, about the sunken shipwreck that’s become his obsession, and most of all about herself. Harper Proulx has lived her whole life with unanswered questions about her anonymous sperm donor father. She's convinced that without knowing him, she can't know herself. When a chance Instagram post connects Harper to a half sibling, that connection yields many more and ultimately leads Harper to uncover her father's identity. So, fresh from a painful breakup and still reeling with anxiety that reached a lifetime high during the pandemic, Harper joins her newfound half siblings on a voyage to Hawaii to face their father. The events of that summer, and the man they discover—a charismatic deep-sea diver obsessed with solving the mystery of a fragile sunken shipwreck—will force Harper to face some even bigger questions: Who is she? Is she her DNA, her experiences, her successes, her failures? Is she the things she loves—or the things she hates? Who she is in dark times? Who she might become after them?",Young Adult Fiction,433.0,en,http://books.google.de/books?id=tSWlEAAAQBAJ&dq=award-winning+books&hl=&as_pt=BOOKS&cd=300&source=gbs_api,,
Children's Book Award Handbook,Diana F. Marks,Bloomsbury Publishing USA,2006-03-30,"Diana Marks looks at children's and young adult book awards in depth. The history, award criteria, and a biography of the person behind each of the well-known awards is included. Also of interest are lists of the winners in each category, teaching and exploration activities, reproducible teaching aides, and a timeline of events leading up to the establishment of the award. Information about well-known awards is accompanied by information on the lesser known, Pura Belpré, Jane Addams, etc. Information is formatted in quick, easy-to-read tables and charts suitable for classroom duplication. Although some of this information is available online, this is a one stop handbook that contains lesser-known awards, and offers activities for enriching the study of each award, whether well-known or not. Grades K-8.",Language Arts & Disciplines,426.0,en,http://books.google.de/books?id=WoYsEQAAQBAJ&pg=PA372&dq=literary+award+books&hl=&as_pt=BOOKS&cd=2&source=gbs_api,,
The Japan Year Book,Katsuji Inahara,,1939,"Includes list of clubs, societies, associations, etc.",Japan,1308.0,en,http://books.google.de/books?id=64E0AAAAIAAJ&pg=PA793&dq=literary+award+books&hl=&as_pt=BOOKS&cd=3&source=gbs_api,,
Current Literature,,,1894,,,604.0,en,http://books.google.de/books?id=EqdXAAAAYAAJ&pg=PA105&dq=literary+award+books&hl=&as_pt=BOOKS&cd=6&source=gbs_api,,
Nobel Prize Laureates in Literature,,,2007,A biographical-bibliographical guide to the writers who have received the Nobel Prize in Literature. Provides entries for each Nobel Prize laureate. Entries also include the Nobel Prize in Literature presentation speech for the corresponding year and the banquet speech given by the Nobel Prize laureate.,Authors,602.0,en,http://books.google.de/books?id=5KIjAQAAIAAJ&pg=PR19&dq=literary+award+books&hl=&as_pt=BOOKS&cd=7&source=gbs_api,,
The Academy and Literature,,,1903,,,728.0,en,http://books.google.de/books?id=9mA8AQAAIAAJ&pg=PR7&dq=literary+award+books&hl=&as_pt=BOOKS&cd=9&source=gbs_api,,
The African Book Publishing Record,,,2009,,Africa,448.0,en,http://books.google.de/books?id=ktxEAQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=11&source=gbs_api,,
The New Jersey Scrap Book of Women Writers,,,1893,,American literature,466.0,en,http://books.google.de/books?id=DhUfAAAAMAAJ&pg=PP3&dq=literary+award+books&hl=&as_pt=BOOKS&cd=12&source=gbs_api,,
Library and book trade almanac,Filomena Simora,R. R. Bowker,1991,,Language Arts & Disciplines,834.0,en,http://books.google.de/books?id=XjRVAAAAYAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=13&source=gbs_api,,
The Nobel Prize Winners in Literature,Annie Russell Marble,,1925,,Authors,356.0,en,http://books.google.de/books?id=MKxBAQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=15&source=gbs_api,,
Jewish Book World,,,2000,,Jews,240.0,en,http://books.google.de/books?id=2OkrAQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=16&source=gbs_api,,
"Canadian Almanac & Directory, 2003",Micromedia,,2002,,History,1540.0,en,http://books.google.de/books?id=haZcCCY6GdgC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=20&source=gbs_api,,
The Great Books,,,2003,,Best books,94.0,en,http://books.google.de/books?id=Y4sUAQAAIAAJ&pg=PA87&dq=literary+award+books&hl=&as_pt=BOOKS&cd=41&source=gbs_api,,
Book Dealers' Weekly,,,1925,,,1394.0,en,http://books.google.de/books?id=NteRLZMhyDYC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=42&source=gbs_api,,
"Harvard Business School Core Collection, 1998",Baker Library,,1998,"This guide lists approximately 3,500 books -- recent titles of general interest to the business reader that Harvard Business School faculty, researchers, and students consider central to their work. Revised and updated annually, it includes the full bibliographic record for each book and features an appendix of publishers' addresses as well as indexes by title, author, core classics, and notable books.",Business & Economics,454.0,en,http://books.google.de/books?id=TNUUAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=43&source=gbs_api,,
The Blue Book of Awards,Herbert Brook,Chicago : Marquis-Who's Who,1956,,Awards,226.0,en,http://books.google.de/books?id=ITXZAAAAMAAJ&pg=PA181&dq=literary+award+books&hl=&as_pt=BOOKS&cd=44&source=gbs_api,,
Developing Partnerships with Families Through Children's Literature,"Elizabeth Lilly, Connie Green",Prentice Hall,2004,"This book blends information on contemporary families, research on early literacy, and practical strategies for sharing children's literature in classrooms, homes, and pre-school settings. Content is based on the belief that adult-child interactions around story-reading play a significant role in fostering and developing children's language and literacy skills. This role manifests itself differently according to the social, cultural, and linguistic environment of a child's home. The authors present a selection of children's books from all genres and an array of field-tested ideas for developing early literacy. Authentic voices of teachers, children, and family members illustrate vivid descriptions of successful teacher-family partnerships and literacy strategies that work. FEATURES: Extensive lists of children's books--Coded by age range for easy selection, culturally-diverse titles are incorporated that sensitively portray children with exceptionalities. Supplies readers with a wealth of choices in fiction, nonfiction, poetry, biography, and picture books--provides a starting point for building a personal library to share with their children and families. Significant coverage of family life, including respectful, positive treatment of diversity in traditions, style, and structure--embedded in discussions in every chapter. Gives readers practical suggestions for promoting reading in daily families. Includes daily routines (bedtime, playtime, preparing meals), as well as transitions such the birth of a new child or a death in the family. A Literacy Partnership Cycle --Highlighted by numerous literacy strategies that promote family involvement. Gives readers a simple framework for engaging families in their children's early literacy development--describes effective literacy practices for collaborating with families at home and at childcare centers and preschools. Teacher to Teacher and Family to Family features--Throughout the book. Illuminates text content through the unique experiences of preschool teachers, kindergarten teachers, and other childcare specialists--address common concerns and challenges, and offer practical suggestions shown to be effective in translating theory into practice. Internet Resources sections--Highlighted within chapters wherever appropriate. Refer students to Web sites relevant to early literacy, family involvement, children's literature, and advocacy--are ideal for in-class discussions, assignments, or self-study. AUTHOR BIOS: Elizabeth Lilly, Ph.D., is an associate professor of Early Childhood and Literacy Education at Berry College. Her professional experience includes more than 20 years as a preschool, primary, and elementary teacher and teacher educator. Dr. Lilly was closely involved in the development, implementation, and evaluation of Georgia's Pre-K program. She has conducted workshops for teachers and authored publications on early literacy, family involvement, and children's literature. Her research has focused recently on story reading in linguistically and culturally diverse families. Connie Green, Ph.D., is a professor in the Reading and Birth through Kindergarten programs at Appalachian State University. For 20 years she has worked with both undergraduate and graduate teacher education programs and has conducted research on early reading and writing in both home and early childhood settings. A former kindergarten, elementary, and preschool teacher, she continues her work in early childhood settings. Her favorite times are spent sharing books and playing with her grandchildren and hiking in the beautiful Blue Ridge Mountains.",Education,316.0,en,http://books.google.de/books?id=FctKAAAAYAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=45&source=gbs_api,,
Canadian Literature Index,,,1991,,Canadian literature,512.0,en,http://books.google.de/books?id=48dZAAAAMAAJ&pg=PA197&dq=literary+award+books&hl=&as_pt=BOOKS&cd=46&source=gbs_api,,
Using Young Adult Literature in the English Classroom,"John H. Bushman, Kay Parks Haas",Prentice Hall,2001,"This practical methods book provides future and inservice middle and high school English teachers with the direction they'll need to choose reading selections and to develop ideas for teaching them. Using a highly effective conversational tone, it provides the latest information about young adult literature in a short, concisely written format. The authors show the busy English teacher how to accomplish four important goals that address life-long reading, reader response, teaching the classics, and reaching a diverse student population. Covers diversity in young adult literature with a strong emphasis on the relationship between reading, writing, and language skills. Presents a variety of curriculur patterns to illustrate ways to organize literature lessons in a variety of setting. Discusses theories of Piaget, Havighurst, Kohlberg, and Carlsen--and literary examples that use these theoretical frameworks. This book is a current resource for those who are studying young adult literature.",Education,358.0,en,http://books.google.de/books?id=TbSeAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=47&source=gbs_api,,
Brücke,,,2007,Vol. for 1989 is an index of issues published 1966-1988.,Croatian literature,136.0,en,http://books.google.de/books?id=mX9lAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=48&source=gbs_api,,
