title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
Literary Occasions,V S Naipaul,Picador,2004-02-01,"From a master of the English language comes this astonishing collection of essays about reading, writing, and identity. In these eleven extended pieces V. S. Naipaul charts more than half a century of personal enquiry into the mysteries of the written word and of fiction in particular. Here are his boyhood experiences of reading books and his first youthful efforts at writing them; the evolution of his ideas about the extent to which individual cultures shape identities and influence literary forms; observations on Conrad, his literary forebear; the moving preface he wrote to the only book his father ever published; and his reflections on his career, ending with his celebrated Nobel lecture, 'Two Worlds'. A remarkable companion piece to The Writer and the World, Naipaul's previous volume of highly acclaimed essays, Literary Occasions is a stirring contribution to the fading art of the critic, and a revelation of a life in letters.",Literary Collections,220.0,en,http://books.google.de/books?id=JkfU4I5y8ogC&dq=literary+award+books&hl=&as_pt=BOOKS&cd=285&source=gbs_api,,
Rohzin,Rahman Abbas,Vintage Books,2022-08-15,"Mumbai was almost submerged on the fatal noon of 26 July 2005, when the merciless downpour and cloudburst had spread utter darkness and horror in the heart of the city. River Mithi was inundated, and the sea was furious. At this hour of torturous gloom, Rohzin begins declaring in the first line that it was the last day in the life of two lovers, Asrar and Hina. The novel's protagonist, Asrar, comes to Mumbai, and through his eyes the author describes the hitherto-unknown aspects of Mumbai, unseen colours and unseen secrets of the city's underbelly. The love story of Asar and Hina begins abruptly and ends tragically. It is love at first sight which takes place in the premises of Haji Ali Dargah. The arc of the novel studies various aspects of human emotions, especially love, longing and sexuality as sublime expressions. The emotions are examined, so is love as well as the absence of it, through a gamut of characters and their interrelated lives: Asrar's relationship with his teacher, Ms Jamila, a prostitute named Shanti and, later, with Hina; Hina's classmate Vidhi's relations with her lover and others; Hina's father Yusuf's love for Aymal; Vanu's indulgence in prostitutes. Rohzin dwells on the plane of an imagination that takes readers on a unique journey across the city of Mumbai, a highly intriguing character in its own right.",Fiction,256.0,en,http://books.google.de/books?id=3M_3zgEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=286&source=gbs_api,,
Pecking Order,Omar Tyree,Simon and Schuster,2008-09-23,"Omar Tyree returns with the thrilling story of an ambitious young accountant who jumps into the high-stakes business of celebrity party promotions in Southern California. One of the most beloved storytellers, Omar Tyree has published a book a year since he exploded onto the scene in 1993, five of them New York Times bestsellers. Omar Tyree leads the pack of a new generation of African American male writers.' - E. Lynn Harris'",Fiction,514.0,en,http://books.google.de/books?id=MPdRP9d0AlcC&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=287&source=gbs_api,,
Sleeping on Jupiter,Anuradha Roy,MacLehose Press,2015-04-02,"LONGLISTED FOR THE MAN BOOKER PRIZE 2015 A stark and unflinching novel by a spellbinding storyteller, about religion, love and violence in the modern world. A train stops at a railway station. A young woman jumps off. She has wild hair, sloppy clothes, a distracted air. She looks Indian, yet she is somehow not. The sudden violence of what happens next leaves the other passengers gasping. The train terminates at Jarmuli, a temple town by the sea. Here, among pilgrims, priests and ashrams, three old women disembark only to encounter the girl once again. What is someone like her doing in this remote corner, which attracts only worshippers? Over the next five days, the old women live out their long-planned dream of a holiday together; their temple guide finds ecstasy in forbidden love; and the girl is joined by a photographer battling his own demons. The full force of the evil and violence beneath the serene surface of the town becomes evident when their lives overlap and collide. Unexpected connections are revealed between devotion and violence, friendship and fear, as Jarmuli is revealed as a place with a long, dark past that transforms all who encounter it.",Fiction,230.0,en,http://books.google.de/books?id=PgzxCgAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=288&source=gbs_api,,
Women on the Verge,Susan Fox Rogers,Macmillan,1999-08-31,A collection of nonfiction tales that explore non-sexual passion in lesbian lives.,Social Science,286.0,en,http://books.google.de/books?id=OoHOAwAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=289&source=gbs_api,,
Enniscorthy,Micheál Tóibín,,1998,,Enniscorthy (Ireland),170.0,en,http://books.google.de/books?id=mQbyAAAACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=290&source=gbs_api,,
Historical Dictionary of Asian American Literature and Theater,Wenying Xu,Bloomsbury Publishing USA,2012-04-12,"Asian American literature is one of the most recent forms of ethnic literature and is already becoming one of the most prominent, given the large number of writers, the growing ethnic population from the region, the general receptivity of this body of work, and the quality of the authors. In recent decades, there has been an exponential growth in their output and much Asian American literature has now achieved new levels of popular success and critical acclaim. Nurtured by rich and long literary traditions from the vast continent of Asia, this literature is poised between the ancient and the modern, between the East and West, and between the oral and the written. The Historical Dictionary of Asian American Literature and Theater covers the activities in this burgeoning field. First, its history is traced year by year from 1887 to the present, in a chronology, and the introduction provides a good overview. The most important section is the dictionary, with over 600 substantial and cross-referenced entries on authors, books, and genres as well as more general ones describing the historical background, cultural features, techniques and major theatres and clubs. More reading can be found through an extensive bibliography with general works and those on specific authors. The book is thus a good place to get started, or to expanded one’s horizons, about a branch of American literature that can only grow in importance.",Literary Criticism,411.0,en,http://books.google.de/books?id=DV2AEQAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=291&source=gbs_api,,
A Few Days in the Country,Elizabeth Harrower,Text Publishing,2015-10-21,"One day, Alice said, ‘Eric Lane wants to take me to—’ For the first time, her mother attended, standing still. Eric was brought to the house, and Eric and Alice were married before there was time to say ‘knife’. How did it happen? She tried to trace it back. She was watching her mother performing for Eric, and then (she always paused here in her mind), somehow, she woke up married and in another house. Internationally acclaimed for her five brilliant novels, Elizabeth Harrower is also the author of a small body of short fiction. A Few Days in the Country brings together for the first time her stories published in Australian journals in the 1960s and 1970s, along with those from her archives—including ‘Alice’, published for the first time earlier this year in the New Yorker. Essential reading for Harrower fans, these finely turned pieces show a broader range than the novels, ranging from caustic satires to gentler explorations of friendship.",Fiction,218.0,en,http://books.google.de/books?id=LcGTCgAAQBAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=292&source=gbs_api,,
Prime Minister's Literary Awards,,,2010,,,,en,http://books.google.de/books?id=XPDEZwEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=293&source=gbs_api,,
"Once, at the Edge of the Sea",Sue Saliba,,2021-02-28,"Alice has always been devoted to the natural world. One day she inadvertently betrays what matters to her and so she leaves her island home, planning to begin again, to be the person she thinks she should be.Clinging to a mysterious wooden box, Alice begins a new life in Melbourne where she meets Esmeralda. As their friendship deepens, Alice is forced to choose between living a comforting lie or accepting a more difficult truth.Once, at the edge of the sea is a captivating, poetic and beautifully written novel about friendship and creativity, about losing what you treasure, and then finding it again in the most unexpected way.",,,en,http://books.google.de/books?id=63-6zQEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=294&source=gbs_api,,
The Apocalypse of Morgan Turner,Jennifer Quist,,2018-02-09,A gripping courtroom drama about a family tragedy,Fiction,242.0,en,http://books.google.de/books?id=Zv1UswEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=295&source=gbs_api,,
The Uncollected David Rakoff,David Rakoff,Anchor,2015-10-27,"Bestselling and Thurber Prize–winning humorist David Rakoff was one of the most original, delightfully acerbic voices of his generation. Here, in one place, is the best of his previously uncollected material—most never before published in book form. David Rakoff’s singular personality spills from every page of this witty and entertaining volume, which includes travel features, early fiction works, pop culture criticism, and transcripts of his most memorable appearances on public radio’s Fresh Air and This American Life. These writings chart his transformation from fish out of water, meekly arriving for college in 1982, to a proud New Yorker bluntly opining on how to walk properly in the city. They show his unparalleled ability to capture the pleasures of solitary pursuits like cooking and crafting, especially in times of trouble; as well as the ups and downs in the life-span of a friendship, whether it is a real relationship or an imaginary correspondence between Gregor Samsa and Dr. Seuss (co-authored with Jonathan Goldstein). Also included is his novel-in-verse Love, Dishonor, Marry, Die, Cherish, Perish. By turns hilarious, incisive and deeply moving, this collection highlights the many facets of Rakoff’s huge talent and shows the arc of his remarkable career. With a foreword by Paul Rudnick.",Humor,270.0,en,http://books.google.de/books?id=CW3eBgAAQBAJ&printsec=frontcover&dq=literary+award+books&hl=&as_pt=BOOKS&cd=296&source=gbs_api,,
Exit Through the Gift Shop,Maryam Master,,2021,"Anahita Rosalind Ghorban-Galaszczuk (yes, that really is her name but you can call her Ana) is discovering that life is absurd. As if dying of cancer at the age of 12.5 isn't bad enough, she still has to endure daily insults from her nemesis, Alyssa (Queen Mean) Anderson. Ana's on a wild roller-coaster of life and death, kindness and cruelty, ordinary and extraordinary. And she's got a few things to do before she exits . . .",Bullies,216.0,en,http://books.google.de/books?id=zgl2zgEACAAJ&dq=literary+award+books&hl=&as_pt=BOOKS&cd=297&source=gbs_api,,
